الكل يغني,15 ديسمبر 1947,,120,فتاة موهوبة فى الغناء، إلا أن القدر يضعها هى وأختها الصغرى فى مأزق اليتم حيث يموت أبوهما فجأة وتبدأ حالة العوز والحاجة تطاردهما، فتتجه الفتاة إلى احتراف الغناء حيث اكتشف أحد أصحاب الصالات أن صوتها جميلًا.,"محمد مصطفى المنفلوطي,عبدالعزيز سلام,عز الدين ذو الفقار,أبو بثينة,محمود السيد شعبان,مأمون الشناوي,صالح جودت","كاميليا,أميرة أمير,نجاة علي,هاجر حمدي,غرام شيبا,محمد سلمان,إسماعيل يس,حسن فايق,فؤاد شفيق,عبدالحميد زكي,نجاة الصغيرة,سعيد حسنى,عز الدين ذو الفقار",أفلام أميرة أمير,برونو سالفي,إحسان فرغل,,,"عبدالحليم علي,نجاة علي,غرام شيبا,محمد سلمان,نجاة الصغيرة,إسماعيل يس","عز الدين ذو الفقار,حسن الصيفي,موريس مراد",منتخبات بهنا فيلم
حبيب العمر,17 مارس 1947,ﺩﺭاﻣﺎ,120,يحل مجموعة من الفنانين في القاهرة ليجدوا فرصة مناسبة لتحقيق أحلامهم ومنهم المطرب الموهوب (ممدوح) الذي لجأ لصديق والده كي يساعده في الظهور للجمهور هو وفرقته وفي نفس الوقت يقع في حب راقصة ولكن بعد فترة قصيرة يتم الإنفصال بينهما حيث تبحث الراقصة عن مستقبل أفضل.,"بديع خيري,هنري بركات,مأمون الشناوي,بيرم التونسي,صالح جودت,أمين صدقي,يوسف بدروس","فريد الأطرش,سامية جمال,محمد كمال المصري (شرفنطح),حسن فايق,إسماعيل يس,سعيد أبو بكر,محمد علوان,حسن كامل,حسن أبو زيد,إلياس مؤدب,لولا صدقي,ثريا فخري,عبدالبديع العربي","طه عمر,أفلام فريد الأطرش","أحمد خورشيد,أوهان,فؤاد عبدالملك",جلال مصطفى,"نجيب خوري,هاجوب أصلانيان",,فريد الأطرش,"هنري بركات,يوسف معلوف,أحمد فتحى حسن,محمد علوان",
لبناني في الجامعة, 6 يناير 1947,,110,يرتبط شاب وفتاة جامعيين بعلاقة حب، إلا أن هناك فتاة أخرى تحب هذا الشاب وتحاول أن تستولى عليه، فتدبر للتفرقة بينه وبين من أحب، فترسل لوالده المقيم في لبنان رسالة تشوه فيها سلوك الابن ومن ارتبط بها وتصفه بأنه يحيا حياة الطيش، ويقطع عنه اﻷب ما كان يرسله له من نقود، مما يضطر الابن الطالب إلى العمل.,"رياض السنباطي,فريد غصن","صباح,محمد سلمان,بشارة واكيم,زوزو نبيل,إسماعيل يس,ثريا فخري,أحمد المسيري,فيكتوريا حبيقة,أحمد نجيب",نحّاس فيلم,"مسعود عيسى,جورج سعد",ماري شماس,عباس حلمي,,"رياض السنباطي,فريد غصن,محمد سلمان,محمد القصبجي","حسين فوزي,حسن توفيق",
ثمرة الجريمة, 1947,,-,فتاة كانت ثمرة لخطيئة أمها مع رجل مستهتر من رجال الأعمال، تتعرف على ابن الجيران الذي يحبها، ولكنه يعدل عن الزواج بها بعد أن يكتشف حقيقتها، وتقع في براثن صاحب كباريه، تتعرف بأحد أثرياء الحرب والذي يقدم لها الكثير من ثروته طمعًا فيها، تخفي الفتاة عن أمها حقيقة عملها.,,"منسى فهمي,روحية خالد,سراج منير,زوزو شكيب,أمينة رزق,محسن سرحان,رجاء توفيق",,,,,,,السيد زيادة,
أنا ستوتة,30 مارس 1947,ﺩﺭاﻣﺎ,120,   نتيجة لرفض اﻷب زواج ابنه من إحدى الفنانات، تضيع حفيدته بعد أن طرد ابنه وحرمه من الميراث ولكن حنان الجد يجعله يتراجع عن قراره ويبدأ بالبحث عن الحفيدة التي يكتشف أنها تعمل في فرقة موسيقية. ,"حسن توفيق,حسين فوزي","صباح,بشارة واكيم,إسماعيل يس",حسين فوزي,,,,,"رياض السنباطي,زكريا أحمد",حسين فوزي,
العرسان الثلاثة,20 مارس 1947,موسيقي / استعراضي,90,يعمل فؤاد في التنقيب عن البترول، من ثم فهو يتغيب عن فتاته سامية أحيانًا ولكن هذه المرة تطول فترة غيابه في عمله في إحدى صحارى مصر، ويجد والدها حتمية زواجها رافضًا كل مبررات ابنته لغيبة خطيبها غير مهتمًا لحبها له، ويتقدم إلى الفتاة ثلاثة من الخُطَّاب. هم ناجي اللبناني، وسكر السوداني، وصلاح المصري.,"أبو السعود الإبياري,محمود الشريف,محمد سلمان","سامية جمال,محمد سلمان,محمود شكوكو,إسماعيل يس,حسن فايق,محمد كمال المصري (شرفنطح),ماري منيب,السيد بدير,وداد حمدي,عبدالفتاح راشد,سليم هدايت,نعيمة جمال",أفلام الجهاد,"فولى إيليا,عبدالعزيز فهمي","جلال المنفلوطى,نجيب عرفه",جعفر والى,,"أبو السعود الإبياري,محمود الشريف,محمد سلمان,علي فراج","حسن حلمي,فطين عبدالوهاب",مكتب أفلام السينما المصرية
زهرة السوق, 1 يناير 1947,ﺩﺭاﻣﺎ,90,   يحاول خورشيد طلب يد بهيجة بنت الباشا عرفي الذي يرفض فكرة زواجهما للفارق الاجتماعي والمادي بينهما يتمكن خورشيد من إيقاع الباشا في أزمة مالية تؤدي إلى إصابته بأزمة قلبية شديدة يتوفى على إثرها. ,"إبراهيم حسين العقاد,بهيجة حافظ","بهيجة حافظ,كمال حسين,أحمد منصور,ثريا فخري,علوية جميل,عبدالعزيز خليل,صلاح منصور,محمد توفيق,وديع الصافي,عبدالفتاح القصري,محمود رضا,محمد التابعي",فنار فيلم,ألفيس أورفانيللي,بهيجة حافظ,,,بهيجة حافظ,"حسين فوزي,كمال أبو العلا",
أمنيتي, 1947,ﺩﺭاﻣﺎ,-,يتناول الفيلم قصة مأساة فلسطينية.حيث تدور الأحداث بين مصر وفلسطين حيث يسافر الشاب سمير ليدرس الهندسة في مصر، وهناك يتعرف على نهال التي يحبها ويتزوج منها ويعود إلى فلسطين ، وتساعده نهال في تحقيق طموحه وعمله.,صلاح بدرخان,صلاح بدرخان,,,,,,,صلاح بدرخان,
ليالى الأنس, 3 مارس 1947,,120,ينجب زوجان توأمًا، ثم تحدث بينهما الخلافات مما يجعلهما لا يستطيعان الاستمرار فى الحياة الزوجية فينفصلان على اتفاق بأن يتكفل كل منهما بطفل منهما. ينشأ الطفل الذى يربيه الزوج واسمه عبدالحميد على الفضيلة وحسن الأخلاق على عكس أخيه عبدالعزيز الذي ينشأ نشأة غير صالحة لدى أمه، ويجتمعان على حب نفس الفتاة.,"حسين السيد,عبدالحليم نويرة","ببا عز الدين,آمال وحيد,رفيعة الشال,مختار حسين,علي رشدي,محمد كمال المصري (شرفنطح),فريد شوقي,بسيمة أحمد,محمد فرج,بسيمة أحمد,عبدالغني السيد",أفلام رابحة,"حلمى فريد,والي نور الدين,كليليو (ك. ستشفللي)",جلال مصطفى,,,"حسين السيد,عبدالحليم نويرة,نقولا المني,عبدالغني السيد,موسى حلمي","نيازي مصطفى,محمد إبراهيم بلال,محمد جلال",
أمل ضائع,28 مارس 1947,,100,تتعرف فتاة بضابط بحري وتتورط معه، يطلبها للزواج إلا أن التقاليد تقتضي ألا تتزوج الأخت الصغرى قبل الكبرى، يستدعى الشاب لرحلة طارئة وتهرب الفتاة وتضع مولودتها. يقابلها رجل يأويها ويلحقها كمدرسة بيانو في مدرسة. يعجب بها ويتزوجها، ويسافر في رحلة بحرية وتتعرض الباخرة لحادث غرق، فينقذه حبيبها.,"يوسف جوهر,فريد الجندي","زوزو ماضي,جلال حرب,حسين رياض,زوزو حمدي الحكيم,وجيه عزت,محمود شكوكو,فردوس محمد,زوزو محمد,عبدالمجيد شكري,ثريا فخري",فريد الجندي,,,,,,فريد الجندي,
كانت ملاكا,26 ديسمبر 1947,,115,راقصة تتولى الإنفاق على أختها وأخيها، بينما تبتعد عن حياتهما حتى لا تكون مهنتها مصدر تعاستهما، يتخرج الأخ فى كلية الطب، وترتبط الراقصة بمهندس شاب وسيم ترى فيه الخلاص من مهنتها وتحاول أن تفصح له عن حبها ولكنها لم تجد الفرصة قد سنحت بعد إلا أنها تفاجأ بأن المهندس الشاب يتقدم لخطبة أختها الصغرى.,"عباس كامل,حسين  الصعيدي","ماري كويني,حورية (رفيعة هانم),فاتن حمامة,يحيى شاهين,سعيد خليل,ثريا فخري,عبدالعزيز خليل,لولا عبده,لولا جبر,جمالات زايد",أحمد جلال,"ريشار سلامة (ريشارد سلامة),محمد عبدالعظيم","جلال مصطفى,نعمت فايد",جعفر والى,,"علي فراج,يوسف صالح","عباس كامل,حسين  الصعيدي,عبدالعزيز جاد",منتخبات بهنا فيلم
المتشردة,28 ابريل 1947,,100,يلقى القبض على فيفي بتهمة قتل وحيد الشاب الذي كان ينوى الزواج بها، وتتراكم عليها أدلة الإثبات ويستجوبون أباها المعلم شحرور وزوجته اللذان ينكران بنوتها، ويقولان أنها فتاة وجداها تبكى مع أخيها أمام بيت يحترق منذ 15 سنة، ويسمع التحقيق رفعت بك زوج والدة القتيل، وبجانبه أخته، ويروح يفكر في الماضي.,"سيجالا,فيدو","حكمت فهمي,محسن سرحان,سراج منير,فؤاد جعفر,ماري منيب,مختار عثمان,عبدالعزيز محمود,سعاد فخري,فؤاد فهيم,ثريا فخري,حسن البارودي,رفيعة الشال,عثمان أباظة,عبدالمنعم إسماعيل","أفلام الوحدة العربية,الفيلمك ستوديو","فيكتور أنطوشنسكى,ألفيس أورفانيللي","كمال الشيخ,سعيد الشيخ",سيد شاهين,,,"محمد عبدالجواد,محمود فريد",أفلام محمود راتب
الهانم, 6 يناير 1947,,95,تضطر سيدة إلى السفر إلى مصر تاركة ابنتها هناك بإحدى بلاد الشام، تتعرف على حافظ رئيس عصابة تهريب المخدرات وتستقر حياتها في مصر، تجتمع السيدة بحافظ وتستشيره في هذا الأمر فهى قد أوهمت ابنتها أنها ثرية في مصر، يطمئنها حافظ ويستأجر لها فيلا ضخمة على أن تقيم فيها حفل الخطوبة.,هنري بركات,"آسيا داغر,زكي رستم,حسن فايق,محمد عبدالقدوس,فاتن حمامة,عبدالعزيز أحمد,لطفي الحكيم,سعيد أبو بكر,محمد علوان,زكي إبراهيم,أحمد درويش,تيسير السعدي,محمود شكوكو,عبدالعزيز خليل,هاجر حمدي",لوتس فيلم (آسيا وشركاها),جوليو دى لوكا,هنري بركات,,,,"هنري بركات,محمد جلال",لوتس فيلم (آسيا وشركاها)
رجل أكتوبر, 1947,ﻏﻤﻮﺽ,110,,,"جون ميلز,جوان جرينوود,إدوارد تشامبمان,كاي والش,جويس كاري,كاثرين لاسي,أدريان آلين,سيدنى جيمس",,,,,,,,
التضحية الكبرى, 1 يناير 1947,,115,مربية تلتحق بخدمة عائلة فتخلص لها كل الاخلاص لدرجة أن تضحي بنفسها في سبيل الاحتفاظ بكيان الأسرة وسعادتها، تتهم بأنها على علاقة مع ابن العائلة الذي يفاجئه والده في موقف غرامي مع زوجة أخيه، فتنفي التهمة عن الزوجة وتجعل من نفسها ضحية.,"كمال حافظ,محمد عبدالجواد,بديع خيري","عقيلة راتب,سراج منير,عماد حمدي,عبدالعزيز أحمد,سعاد زكي,فؤاد جعفر,سناء سميح,عبدالعزيز محمود",أفلام المجد,جوليو دى لوكا,,,,"شافية أحمد,إبراهيم حسين,محمد فوزي",محمد عبدالجواد,
عروسة البحر,27 سبتمبر 1947,,100,يعيش الصياد حياة الفقر والشقاء، غير أنه كان دائم التمرد على هذه الحياة، يحدث أن يحلم ذات يوم أن عروس البحر قد وقعت فى شبكته وتبكى لما آل إليه حالها فكانت دموعها تحيل المعادن إلى ذهب، يفرح الصياد كثيرًا وبدأ يحول أى معدن عنده إلى ذهب، إلا أن الثراء الذى حققه الصياد كان مصدرًا لتعاسته.,محمد فوزي,"محمد فوزي,عقيلة راتب,بشارة واكيم,محمود المليجي,هاجر حمدي,عبدالفتاح القصري,إسماعيل يس,سعيد أبو بكر,حسن كامل,نيللي مظلوم,عبدالسلام النابلسي,محمود رضا",ستديو الأهرام (ستديوهات الأهرام),ف. فاراكاش,جلال مصطفى,روبرت شارفنبرج,,"محمد فوزي,عباس كامل",عباس كامل,ستديو الأهرام (ستديوهات الأهرام)
جوز الاتنين,24 نوفمبر 1947,,110,   ينجب حسن من زوجته ولدين ، احدهما حمدي طيب القلب و حسن الخلق ، و الثاني سمير على العكس من اخيه تماما ، يعيش سمير حياة العربدة و اللهو مع الراقصات ، فيعشق راقصة تسلبه ماله و تطلب المزيد ، يلجأ سمير الى التزوير لسلب اموال ابيه بمساعدة صديقه الذي هو عشيق الراقصة في الحقيقة و بمساعدة الراقصة ، و بالفعل يستولي الاشرار الثلاثة على اموال الاب حسن الذي ما ان يكتشف ما حدث حتى يصاب بازمة قلبية حادة يموت على إثرها . و بعد وفاة الاب يذهب كل اخ في طريقه ، و ينجح حمدي و يظل سمير على حاله مع الراقصة حتى يخسر كل ما حصل عليه بالتزوير ، فيلجأ الى حمدي الذي وبخه على اسلوب حياته و امتنع عن مده بالمال . يدبر سمير لسرقة حمدي و يصحبه عشيق الراقصة الى الصحراء و يحاول قتله . تعثر عليه جريحا فتاة بدوية هي ابنة زعيم القبيلة ، بعد شفاء حمدي الذي سهرت عليه الفتاة البدوية . يحاول زعيم القبيلة ان يعرف قصته لكنه يكتشف ان حمدى لا يذكر شيئا ، لانه كان قد فقد الذاكرة اثناء محاولة قتله ، يتلقى سمير و الراقصة و الصديق لسمير العاشق للراقصة جزاء السماء بينما يعشق حمدى الفتاة البدوية بعد ان صار واحدا من القبيلة و يتزوجها و لا تعود له ذاكرته و قد بدا انه لا يريد لها ان تعود .  ,"أبو السعود الإبياري,زهير بكير","ليلى فوزي,يحيى شاهين,عزيز عثمان,حسن فايق,صلاح نظمي,عبدالمنعم إسماعيل,محمد كمال المصري (شرفنطح),زوزو محمد,ثريا فخري,عبدالحميد زكي,محمد رضا",أفلام أميّة,وحيد فريد,أحمد عبد الفتاح,عباس حلمي,,,إبراهيم عمارة,أفلام أميّة
المنتقم,11 اغسطس 1947,ﺩﺭاﻣﺎ,118,شابان يعملان كيماويين في معمل، يتنافسان على حب ابنة صاحب المعمل التي تختار أحدهما فيدس الآخر له مادة كيماوية، فيؤدي ذلك إلى انفجار شديد يصاب بعدها بالعمى، تتخلى عنه خطيبته، تعمل لديه فتاة كمرافقة وسكرتيرة، وبعد حين يكتشف جريمة زميله فيصمم على الانتقام.,"نجيب محفوظ,ابراهيم عبود,صلاح أبو سيف,السيد بدير,كامل الشناوي,جليل البنداري,كمال عطية","أحمد سالم,نور الهدى,محمود المليجي,بشارة واكيم,لولا صدقي,دولت أبيض,محمود السباع,محمد كامل,حسن كامل,ثريا فخري,حسنة سليمان,زكي إبراهيم,عبدالعزيز محمود,عبدالحميد بدوي","أحمد سالم,ابراهيم عبود","أحمد خورشيد,فؤاد عبدالملك","إميل بحري,وفيقة أبو جبل,محمد عباس","هاجوب أصلانيان,ستديو الأهرام (ستديوهات الأهرام)",,"عبدالحليم نويرة,محمد القصبجي,نور الهدى,محمد فوزي,رياض السنباطي,فؤاد الظاهري,عبدالعزيز محمود","صلاح أبو سيف,كمال عطية",شركة الفيلم المصري
غني حرب, 3 فبراير 1947,ﺩﺭاﻣﺎ,100,بعد أن انتهت الحرب العالمية الثانية، يصيب الثراء بعض التجار المستغلين الذين يخزنون البضائع ولجأوا إلى رشوة موظفي الحكومة من أجل الحصول على السلع وبيعها بأسعار عالية، تنمو قصة حب بين ابنة أحد تجار الحرب وبين رجل فقير، يتصور غني الحرب أنه بماله يمكنه شراء ذمم الآخرين.,نيازي مصطفى,"بشارة واكيم,حسن فايق,عزيز عثمان,ماري منيب,ليلى فوزي,إلهام حسين,كمال الشناوي,فتحية شاهين,فرج النحاس,هاجر حمدي,فريد شوقي,محمد كمال المصري (شرفنطح),محسن حسنين,محمد صبيح,عبدالمنعم إسماعيل,شلاضيمو,إبراهيم عمارة",,محمد عبدالعظيم,,,,,نيازي مصطفى,
حمامة السلام,17 نوفمبر 1947,,120,زوجان متناقضان في طباعهما، الزوجة طبيبة القلب جادة الطباع في حياتها، والزوج مستهتر يعشق حياة اللهو والمجون. تتصاعد خلافاتهما وتصل إلى الطلاق، رغم إنجابهما لطفلة، يتركهما الأب ليعيش بلا قيود. تكبر الطفلة، وتدرس الموسيقى، وتتعرف على أحد الشباب، وتقع في حبه. تطلب مساعدته في البحث عن والدها، وإعادة لم شمل الاسرة.,يوسف جوهر,"كمال الشناوي,شادية,هاجر حمدي,ماري منيب,حسن فايق,عبدالسلام النابلسي",,,,,,,حلمي رفلة,
الستات عفاريت,15 يناير 1947,ﺩﺭاﻣﺎ,100,   احمد حموده(محمودالمليجى)زوج فلاتى يقضى أوقاته فى السهر خارج المنزل يلعب القمار،وعندما يعود يخترع الأكاذيب على زوجته عليه  شكرى(زوزو حمدى الحكيم) ليبرر تأخره. عليه هانم شكرى تغار على زوجها غيرة عمياء وتظن أن غيابه دائماً  مع النساء،مما يتسبب فى خناقات زوجية دائمة تقف فيها الخادمة سنيه(ثريا حلمى) فى صف سيدتها عليه هانم،بينما يقف السائق(اسماعيل ياسين)فى صف سيده بينما يقف الطباخ غندور(إلياس مؤدب)على الحياد. كانت سنيه تحب السائق وقد تعاهدوا على الزواج،ولكن يمنعهم قلة ذات اليد. كما تقوم المغنية والراقصة زيزى  هانم(ليلى فوزى)جارتهم مع خالها على رومبا(حسن فايق)بدور حمامة السلام بين الزوجين يوميا. ويقوم زميل حموده فى السهر والقمار الدكتور حمزه روح الروح (عزيز عثمان)بإسداء النصائح لحموده للتغلب على غيرة زوجته عليه كما يفعل هو مع زوجته(زينات صدقى)ولكن نصائح الدكتور حمزه كانت دائماً ماتؤدى لنتائج عكسية. فلما اشتد الخلاف بين الزوجين،قرر الزوج حموده السفر الى العزبه ببنها ولكنه اكتشف ان هناك ساعة كاملة على قيام القطار،فجلس على كرسى فى المحطه وراح فى النوم،فرأى فى منامه زوجته عليه قد ركبت السياره مع السائق الذى قادها بسرعة كبيرة مما أدى الى انقلاب السياره بهما وماتا،وقام الطباخ غندور بإستمالة سنيه ليحل محل السائق،كما قام حموده بإستمالة زيزى بدلا من زوجته،ولكن ابن عمه فريد(فريد شوقى)علم ان زيزى سترث كمية كبيرة من المجوهرات،سيسلمها لها خالها على رومبا بعد زواجها،فتقدم لخطبتها،فتم رفضه،فسرق المجوهرات،وتزوج حموده من زيزى،وقام الدكتور حمزه بتحضير روح عليه التى حضرت مع السائق وحاولوا منع زواج زيزى من حموده وزواج غندور من سنيه،وأحالوا حياتهم الى جحيم الى ان استيقظ من نومه وعلم ان الكذب على زوجته يؤدى الى الخلافات الزوجية فعاد إليها نادما،وعلمت هى ان الغيره دائماً ماتؤدى الى انهيار الاسرة.  (الستات عفاريت) ,"أبو السعود الإبياري,فتحي قورة,إبراهيم كامل رفعت","ليلى فوزي,محمود المليجي,عزيز عثمان,ثريا حلمي,حسن فايق,زينات صدقي,إسماعيل يس,إلياس مؤدب,فريد شوقي,زوزو حمدي الحكيم,ميمي عزيز,محمود رضا,عبدالعزيز محمود,زوزو محمد","عيسى كرامة,أبو السعود محمد","يوسف كرامة,فكتور أنطون,محمود حسين خليل","نعمت فايد,سعيد الشيخ",حبيب خوري,,"محمود الشريف,أحمد صبرة,إبراهيم حجاج","حسن الإمام,سامي عطا الله,فطين عبدالوهاب",
عدو المجتمع,14 يوليو 1947,ﺩﺭاﻣﺎ,120,بغدادي عامل مستقيم، يعمل في مصنع للحدادة يملكه المعلم مبروك، يتم فصله من عمله بوشاية من رئيس العمال الذي يريد منه إتاوة. فيعيش حياة الحاجة والعوز مع زوجته وابنته مما يجعله يفكر في السرقة، إلا أنه في أول تجربة له مع السرقة يقوده الحدث إلى إرتكاب جريمة قتل.,"يوسف جوهر,بيرم التونسي,أحمد رامي,عبدالعزيز سلام,أبو السعود الإبياري","عقيلة راتب,عباس فارس,محمود المليجي,صلاح نظمي,زينب صدقي,مختار عثمان,عبدالعزيز خليل,سعيد خليل,محمود رضا,رياض القصبجي,نعمات سامي,عزيزة حلمي,رفيعة الشال,صوفي ديمتري,رشاد حامد,عبدالمنعم إسماعيل,حسين عسر,محمد السباعي,عبدالحميد بدوي,محسن حسنين,جينا,هدى شمس الدين,أنور زكي,عزيزة بدر,إعتدال شاهين,زكي محمد حسن (زكي الحرامي),محمد نبيه,محمود لطفي,زكي إبراهيم,فيكتوريا حبيقة,أحمد عامر,إبراهيم عمارة,سيد فرج السيد",أفلام النور,"مصطفى حسن,محمد عبدالعظيم,عبدالله ياقوت","إميل بحري,وفيقة أبو جبل","بكر نصر,حبيب خوري,نجيب خوري",,"عبدالحليم نويرة,محمود الشريف,إبراهيم حسين","إبراهيم عمارة,حسن الصيفي,محمد عمارة",أفلام النيل (جبرائيل تلحمى)
نور من السماء,20 يناير 1947,,100,عصام شاب يعيش بين جمهرة من تعساء الحياة المحرومين، فتلونت حياته بمأساة حياتهم، وإذا بالقدر الذي فجعه في آماله، يفجعه في أقرب الناس إليه، يحس بعجزه أن يمد لهم يدًا، يسيء الظن بالمجتمع الذي يعيش فيه. يتعرف على هدى التي تنجح أن تزيل عن عينيه غشاوة الجهالة فيطالعه نور ينبعث من الضمير.,"حسنا الشوربجى,حسين الشريف (حسين شريف)","محمود إسماعيل,عبدالغني السيد,زوزو حمدي الحكيم,بشارة واكيم,منسى فهمي,فاتن حمامة,عبدالعزيز خليل,إسماعيل يس,عبدالعزيز أحمد,رفيعة الشال,فؤاد فهيم,عفاف شاكر,ليلى زكى",,برونو سالفي,جلال مصطفى,"حسنا الشوربجى,حسين الشريف (حسين شريف),روبرت شارفنبرج,عباس حلمي",,,"حسن حلمي,إبراهيم السيد",ستديو الأهرام (ستديوهات الأهرام)
الجولة الأخيرة, 1947,,-,,عبدالفتاح حسن,"عقيلة راتب,عرفة السيد,محمود السباع,محمود المليجي,لولا صدقي",,محمد عبدالعظيم,,,,محمد حسن الشجاعي,عبدالفتاح حسن,
غروب, 7 ابريل 1947,,95,,حسين الشريف (حسين شريف),"زكي رستم,عقيلة راتب,محمود المليجي,أحمد علام,فريد شوقي","أميل عطايا,لطفى نور الدين","مصطفى حسن,أحمد خورشيد","أحمد إسماعيل,سيد حسين","حسين الشريف (حسين شريف),أبو العلا علي,روبرت شارفنبرج",,إبراهيم حجاج,"أحمد كامل مرسي,فطين عبدالوهاب",ستديو الأهرام (ستديوهات الأهرام)
أسير الظلام, 9 يونيو 1947,ﺩﺭاﻣﺎ,85,تعيش فتاة يتيمة مع زوجة أبيها التي تعاملها بقسوة، فتهرب وتعمل ممرضة في بيت شاعر كفيف فاقد الثقة في جميع النساء، ولايرى فيهن إلا العهر، تحاول أن تغير من وجهة نظره لكنه يتعمد أن يهينها، يحاول شقيقه الفاسد أن يوقع بها في شباكه لكنها تصده، تدبر إحدى الخادمات التي ترتبط بعلاقة محرمة مع الشقيق والتي تشعر بالغيرة مكيدة لقتل الممرضة لكن تنجو منها بأعجوبة بمساعدة كلب الشاعر وتتوتر الأجواء.,عز الدين ذو الفقار,"سراج منير,مديحة يسري,زوزو شكيب,محمود المليجي,علوية جميل,نجمة إبراهيم",,,,,,,عز الدين ذو الفقار,
سلطانة الصحراء,20 اكتوبر 1947,,95,يرتكب إعرابي جريمة وكان أحد جيرانه السبب في الحكم عليه بالسجن سنوات طويلة، يصمم الإعرابي أن ينتقم منه، فما كاد يخرج من السجن حتى يختطف ابنته سلطانة ويهرب بها إلى الصحراء، وبعد سنوات يصبح ذا سلطان ونفوذ. تسقط طائرة بجانب خيامهم ويعجب الطيار بسلطانة فيحملها إلى داره، يرفض عمه أن يتزوجها.,"عبدالحليم نويرة,شافية أحمد,محمود الشريف","كوكا,يحيى شاهين,محمود المليجي,إسماعيل يس,علي رشدي,مختار حسين,فرج النحاس,رفيعة الشال,فهمي أمان,وجيه ناصر,محمد محمود,محمد يوسف,فتحية شاهين,ليلى زكى,حسنة سليمان,عبدالفتاح السيد,وفاء عادل,عزيزة بدر,عبدالعزيز محمود,محمد سلمان","أفلام رابحة,إميل يزبك,كمال صقر,لطفى نور الدين","كليليو (ك. ستشفللي),نيازي مصطفى,ضياء الدين المهدي,والي نور الدين,أوهان",جلال مصطفى,"نجيب خوري,بكر نصر",صالح الشيتى,"عبدالحليم نويرة,شافية أحمد,محمود الشريف,عبدالغني الشيخ,عبدالعزيز محمود,موسى حلمي","نيازي مصطفى,محمود بلال",
العقل في أجازة,12 مايو 1947,ﺩﺭاﻣﺎ,125,تدور الأحداث حول شاب ثري يلتقي بفتاة أرستقراطية ويحبها فيدعي أنه يعمل سائقًا، كي يحصل على وظيفة لدى أسرتها، فيجد أنها مخطوبة لشاب محتال يوهمها أنه ثري طمعًا في أموالها، وأنها في الحقيقة تحاول إنقاذ أهلها من الإفلاس، وتتصاعد الأحداث.,أفلام محمد فوزي,"محمد فوزي,ليلى فوزي,علوية جميل,شادية,بشارة واكيم","أفلام محمد فوزي,محمد فوزي",,كمال الشيخ,,,,حلمي رفلة,منتخبات بهنا فيلم
خاتم سليمان,17 فبراير 1947,ﺩﺭاﻣﺎ,117,يتناول الفيلم في إطار من الخيال، قصة المعلم بيومي والذي يعثر على خاتم سليمان ليظهر له المارد الذي سيحقق أمنياته، ليطلب منه المعلم الزواج من ليلى الفتاة التي يحبها، ولكنها تحب شاب مثلها يدعى محمود، فهل ستتحقق أمنيته؟,"رياض السنباطي,محمد القصبجي,عزت الجاهلي","ليلى مراد,يحيى شاهين,زكي رستم,عبدالعزيز خليل,سناء سميح,مختار عثمان,عبدالمنعم إسماعيل,ثريا فخري,نيللي مظلوم,عبدالعزيز سعيد,محمد رشاد,نعمات سامي,أحمد مختار,بديعة صادق",أفلام النصر (محمد حسن رمزي وشركاه),"مصطفى حسن,وحيد فريد","ألبير نجيب,وفيقة أبو جبل",حبيب خوري,قاسم وجدي,"رياض السنباطي,محمد القصبجي,عزت الجاهلي,عبدالحليم نويرة,بيبي ألمانزا","حسن رمزي,ألبير نجيب,عبدالرحمن شريف",
أبو حلموس,27 اكتوبر 1947,ﻛﻮﻣﻴﺪﻱ,100,شحاتة أفندي يعمل محاسبًا فى دكان لبيع الطيور، يصله خطاب يحمل خبر قبوله فى وظيفة جديدة كمحاسب في أملاك موقوفة، يحدث أن تدعى راقصة أن لها طفلاً من ابن ناظر الوقف وتتركه له ويعرف الجميع أن هناك طفلًا يدعى حلموس ولا يعرفون له أمًا ولا أبًا. تستغل ابنة ناظر الوقف هذا الحدث وتدعي أنها أم الطفل من شحاتة.,"نحّاس فيلم,نجيب الريحاني","نجيب الريحاني,زوزو شكيب,عباس فارس,ماري منيب,محمد كمال المصري (شرفنطح),فردوس محمد,حسن فايق,هاجر حمدي,محمد الديب,لولا صدقي,إستيفان روستي,فيكتوريا حبيقة,رياض القصبجي,إسكندر منسي,عبدالمنعم إسماعيل,عبدالحميد بدوي,محمود لطفي","نحّاس فيلم,نجيب الريحاني,رمسيس نجيب","سامي بريل,حسن داهش,أرام ماراليان",ألبير نجيب,"حبيب خوري,بكر نصر",,"كارم محمود,علي فراج,شافية أحمد","إبراهيم حلمي,محمود فريد",نحّاس فيلم
