حبيبة غيري,21 يونيو 1976,,93,يفقد (يوسف) جندي الصاعقة صديقًا عزيزًا عليه في إحدى العمليات الفدائية، فيُصاب بصدمة ويُفصل من الخدمة. يعمل دوبليرًا للأبطال في المشاهد الخطرة، ويحقق نجاحًا كبيرًا فيوصيه دوبليرًا صديقًا له برعاية ابنته بعد وفاته، وبالفعل يرعاها لتصبح نجمة، لكنها تتركه وتتزوج نجمًا مشهورًا، فيتعرض (يوسف) لصدمةٍ أخرى، ويتعرف إلى إحدى فتيات الليل التي تضمه للعمل مع إحدى العصابات للاستفادة من قدراته في أعمالها الإجرامية.,ميتشو,"نادية لطفي,أحمد مظهر,ناهد شريف,يوسف شعبان,يوسف فخر الدين,حسين الشربيني,ماجدة حمادة,أحمد لوكسر,عبدالعظيم عبدالحق,خالد زكي,نشأت أباظة,نوال هاشم,أحمد أباظة,سعيدة جلال,محسن المليجى,عبدالعظيم كامل,عبدالغني النجدي,محمود كامل,علي عز الدين سعيد,ريم الحكيم,كريمة الحديدي,حمدي شرف الدين,فاروق قمر الدولة,توفيق الكردي,نادية منيب,علي جوهر,عزة شريف,الطوخي توفيق,فايق عزب,سمير رستم","أفلام أحمد مظهر,أحمد مظهر,على رضوان","علي خير الله,عادل أسعد","سعيد عبدالله,سمير ضياء الدين,عادل شكري","الدسوقي محمود,فريد عبدالحي",,"مجدي الحسيني,محمود الشريف","أحمد مظهر,نشأت أباظة,سمير حافظ,عاطف السيسي",المؤسسة المصرية العامة للسينما والتلفزيون (والمسرح والموسيقى)
عندنا كل الموت كى ننام, 1976,,120,فى نهاية عام 1974، أعلنت حكومة أسبانيا عن رغبتها في تحرير الصحراء، كما قررت إعادة تلك المساحات من الأراضى المسلوبة لأصحابها الأصليين، وتوقع معاهدة مع مراكش وموريتانيا، بدلًا من توقيعها مع أصحاب الأرض، سكان الصحراء، يقرر هؤلاء حمل السلاح وخوض المعارك من أجل أن يظفروا بحريتهم.,"حميدوجيللوسى,يوسف الطنبى",,مجموعة أفلام الشمس,,"حميدوجيللوسى,يوسف الطنبى,ميدهنرو",,,,محمد ميدهوندو,
وبالوالدين إحسانا,24 اكتوبر 1976,ﺩﺭاﻣﺎ,110,صابر ساعي في إحدى المصالح الحكومية، يتولى تربية ابنه محمود حتى يتخرج، ويسعى لدى المدير من أجل تعيينه، يتنكر محمود لأبيه، يتزوج من لولا شقيقة شوشو التي تدير منزلًا للدعارة، ويختلس مبلغ من الشركة لسد احتياجات زوجته، فيعرف صابر بما فعله ابنه، فيسعى إلى تدبير المبلغ المختلس، كي لا يسجن ابنه.,"أفلام مصر العربية (واصف فايز),أفلام صوت الفن (محمد عبدالوهاب - عبدالحليم حافظ - وحيد فريد),مجدي العمروسي","فريد شوقي,سهير رمزي,سمير صبري,محمد صبحي,نبيلة السيد,كريمة مختار,عمر الحريري,شفيق جلال,وحيد سيف,نبيل بدر,محمد شوقي,عبدالوهاب خليل,فاروق فلوكس,أديب الطرابلسي,سهير زكي,ليلى الإسكندرانية,نعمات عبدالناصر,فايزة عبدالجواد,هدى زكي,بدرية عبدالجواد,مطاوع عويس,محمد أبو حشيش,مايسه فهمي","أفلام مصر العربية (واصف فايز),أفلام صوت الفن (محمد عبدالوهاب - عبدالحليم حافظ - وحيد فريد),مجدي العمروسي,شفيق فريد,مصطفى عبدالعزيز,واصف فايز","وحيد فريد,محمود حسن (خليل),عصام فريد","رشيدة عبدالسلام,مارسيل صالح,محمد الزرقا","ماهر عبدالنور,نجيب خوري,مصطفى خوري",,"مودي اﻹمام,محمد عبدالوهاب","حسن الإمام,عبدالعزيز جاد,مها المشري",أفلام صوت الفن (محمد عبدالوهاب - عبدالحليم حافظ - وحيد فريد)
الحب الحرام, 1 يناير 1976,,96,تعاني فتاة جميلة من أزمة نفسية، تدفع والدتها للذهاب إلى طبيب نفسي، طلبًا للعلاج ، يكتشف الطبيب أن سبب عقدة الفتاة هو تعرضها لمحاولات اغتصاب من قبل زوج والدتها، تقرر الانتقام منه وقتله عقابًا على ما اقترفه بحقها.,خالد حمادة,"زبيدة ثروت,أديب قدورة,سلوى سعيد,طلحت حمدي,يوسف شويري,عبدالمولى غميض,حسن بغدادي,ناهد حلبي,أنطوانيت نجيب,أحمد أيوب,غنام غنام,عدنان دعبول,أحمد بربش,فواز وهبة,عاصم بجاتو,طروب",أبو سعدة فيلم,,,,,,"خالد حمادة,بشير صافية",بديع حازم
عمر قتلاتو,14 ابريل 1976,ﺩﺭاﻣﺎ,90,شاب جزائري يعيش وسط عائلته التي تسكن منزلًا ضيقًا مزدحمًا بأخوته أو الشارع الذي يسكن فيه، ونوعية أصدقائه بين الشباب والعمل الذي يؤديه في رتابة، وعالمه الخاص المحصور بينهما، يفتقد عمر إلى شريك ويعاني الوحدة، يحاول أن يقيم علاقة مع فتاة سمع صوتها ذات مرة، ولكنه لا يدرى كيف يتم التواصل معها.,مرزاق علواش,"بوعالم بنانى,عزيز ديجا,فريدة حناتيش,شاو",,,مفيدة التلاتلي,,,مالك أحمد,مرزاق علواش,
الليل الطويل, 1 يناير 1976,ﺩﺭاﻣﺎ,57,تدور أحداث الفيلم في إطارٍ درامي. يروي الفيلم قصة المليونير الثري صاحب المزرعة،والفتاة الفقيرة التي تأتي لتعمل لديه. يقوم الرجل الثري في تلك الفترة بالتدقيق في شجرة عائلته بسبب بعض الشكوك التي تراوده رغمًا عن إرادة أشقائه. مع مرور الوقت وظهور بعض الأسرار، يكتشف أن الثروة التي يتمتع بها هي ملك لهذه الفتاة المتواضعة التي تعمل عنده.,أنطوان ريمي,"هند أبي اللمع,عبدالمجيد مجذوب,ليلى كرم,عماد فريد,إيلي ضاهر,كمال اللحام,علي عبدالعزيز,إلسي فرنيني,أسماء خوري,مجد القصص,سميرة خوري",التلفزيون الأردني,عمر عبدالرحيم,عبدالكريم ذياب,,,,"أنطوان ريمي,يوسف شرف الدين",
نساء تحت الطبع,19 ابريل 1976,ﺩﺭاﻣﺎ,115,عند خروج أحد رجال العصابات من المطار، تهاجمه عصابة أخرى وتستولي على شنطة الماس، تحاول العصابة تصنيع الماس، فتضع خطة مستعينة بالجواهرجي، وشقيقه الترزي من أجل إعداد ثوب تزينه الجواهر المهربة، تنجح العصابة في عملياتها، تدفع العصابة بالراقصة زيزي من أجل إغواء الفتاة ليلى أن ترتدى الفستان، وأن تسافر به.,محمد عثمان,"سهير رمزي,حسين فهمي,عادل أدهم,نجوى فؤاد,عزيزة حلمي,زين العشماوي,السيد راضي,سلامة إلياس,نبيلة قابيل,إبراهيم سكر,إبراهيم صبحي,راقية الدماطي,أمير صادق,ليلى حسين,رضا العشماوي,فؤاد عفيفي,نادية أنور,محمد جلال,حسني كلود,ليلى صادق,سيد أحمد,حسن سيف الدين,أميرة فؤاد,عبدالعظيم شعلان,محمد رفعت,شعبان حسين,وحيد يسري,شفيق جلال,نادية منيب,رجاء صادق",فريد آدم,علي خير الله,جلال مصطفى,نهاد بهجت,,منتخبات عالمية,نيازي مصطفى,
صانع النجوم,14 نوفمبر 1976,ﺩﺭاﻣﺎ,120,تحضر النجمة الشهيرة سهام عرضًا مسرحيًا، حيث تقابل الممثل سعيد، ويقعا في الحب ويتزوجا، وتدفعه سهام إلى عالم السينما كي يكون نجمًا شهيرًا، وبعد تعرضه ﻹحدى المشكلات في العمل، يختفي في إحدى القرى، بينما يترك سيارته تسقط في النيل، ليظن الجميع أنه مات، وتتصاعد الأحداث.,نهاد بهجت,"محمود ياسين,سهير رمزي,سعيد صالح,السيد راضي,منى جبر,يونس شلبي,أحمد زكي,علي الشريف,محمد نجم,فريدة سيف النصر,مظهر أبو النجا,خالد زكي,حسن حسين,إسعاد يونس,أحمد بدير,حافظ أمين,أسامة روحي,ولاء فريد,حلمي هلالي,صابر يوسف,هياتم","راندا فيلم,محمد راضي,فؤاد الألفي,عاطف إبراهيم","ماهر راضي,إسماعيل جمال","أحمد متولي,ليلى فهمي,نفيسة نصر","نهاد بهجت,عبدالفتاح الحسيني,محمد كامل,معامل مدينة السينما (مدينة السينما)",,فاروق سلامة,"محمد راضي,ماهر السيسي","أفلام إيهاب الليثي,الهيئة العامة للسينما"
ليتني ما عرفت الحب, 4 ديسمبر 1976,ﺩﺭاﻣﺎ,100,في مطار القاهرة، تتعرف سلوى على محمود، وفي بيروت تحس أن هناك من يراقبها، يتصل بها ويخبرها أنه فريد الذي يعرف سرها، وأنها هربت من مستشفى الأمراض العقلية، وتنمو قصة حب بين سلوى ومحمود الذي يبلغها أنه فشل في الزواج الأول، وتتم خطبتهما وسط مطاردات فريد، وتهرب من فندق لأخر، ويسألها محمود عن سبب مطاردة فريد لها، فتعترف لمحمود عن ماضيها القاتم.,"أندريا زنديلس (أندريه),محمد سليمان","محمود ياسين,ميرفت أمين,عادل أدهم,عماد حمدي,محمود المليجي,رجاء الجداوي,سحر حمدي,أديب الطرابلسي,عامر عدنان,فتحية علي,شفيق حسن,كمال سرحان,منى عبدالله","سيتي فيلم,يوسف عبيد,محمد السيد","رمزي إبراهيم,أحمد رمضان,توفيق غزاوي","محمد البهى,وداد راغب,سلوى سعد الدين",,,"طارق شرارة,محمد الموجي","أنور الشناوي,عبدالفتاح مدبولي",سيتي فيلم
أنا لا عاقلة ولا مجنونة, 1 مارس 1976,ﺩﺭاﻣﺎ,84,تدور أحداث الفيلم حول (نادية) التي تتوه في حياتها بين أبويها المنفصلين؛ بعد أن قامت أمها بضبط أبيها متلبسًا بالخيانة، تتعرف نادية على (حازم) الذي يعمل محاميًا ويتزوجان، لكنها تصطدم بحماتها ذات النزعة السلطوية خلال محاولات نادية أن تنال استقلاليتها في حياتها الزوجية، وهو ما يزيد الأمر صعوبة.,"كمال عبدالله,عباس بسيوني","نادية ذو الفقار,محمود ياسين,صلاح ذو الفقار,مريم فخر الدين,عماد حمدي,إبراهيم خان,نادية الكيلاني,زوزو ماضي,سهام فتحي,نادية عزت,حسين الشربيني,عادل المهيلمي,فكري أباظة,سامي العدل,أنور مدكور,عبدالحميد أنيس,لوسي,عنايات صالح",رؤوف عبدالهادي,"إبراهيم صالح,سمير بهزان","حسين أحمد,صلاح خليل,مارسيل صالح",,,هاني مهنا,"حسام الدين مصطفى,أحمد السبعاوي,نجيب إسكندر","هيمن فيلم,أفلام ابراهيم شوشه"
فيفا زلاطا,24 مايو 1976,غربي,124,يهاجر زلاطا إلى مدينة تيكسيكو، وهناك يصبح أحد أبطال المدينة، ويتولى حكمها، يموت، وتعود ابنته نجمة إلى مصر؛ للبحث عن متولي ابن شقيق زلاطا من أجل الانتقام من القاتل بيللي ذا كيد المستهتر، لكن متولي شخص مسالم تمامًا، ولا يصلح لأن ينتقم، يقرر الذهاب مع نجمة إلى المكسيك، وهناك يتغير كثيرًا.,أندريا زنديلس (أندريه),"فؤاد المهندس,شويكار,سمير غانم,توفيق الدقن,نبيلة السيد,حسن مصطفى,جمال إسماعيل,سلامة إلياس,نبيل الهجرسي,أسامة عباس,نبيل بدر,زوزو شكيب,سيف الله مختار,حلمي هلالي,حسن عابدين,أحمد نبيل,محمد طه,أحمد شكري (أحمد شكري الصقال),محمود أبو زيد,زكريا موافي,عز الدين إسلام,المنتصر بالله,سميحة محمد,السيد منير,حسين فهمي,الطوخي توفيق,محمد صبحي","أفلام فؤاد المهندس,صديق عبدالعزيز,زكريا إبراهيم,تركي الهواري","وديد سري,فوزي إبراهيم,مكرم سالم","كمال أبو العلا,حسن النجار,ليلى السايس",نهاد بهجت,,"عبدالوهاب محمد,كمال الطويل,حلمي بكر,طارق شرارة,شويكار,فؤاد المهندس","حسن حافظ,فتحي الطحاوي,عصمت عفيفي",الهيئة العامة للسينما
الرسالة, 8 يوليو 1976,تاريخي,207,في القرن السادس الميلادي في مكة، يُبعث محمد (ص) رسولًا وبعد ثلاث سنوات من البعثة، يتلو ما يوحى إليه. يقرر أبو سفيان وزوجته هند الوقوف ضد سيدنا مُحمد لكن الرسول لا يكف عن دعوته، يتم تعذيب المسلمين مثل سيدنا بلال وعمار ابن ياسر، كما يقف سيدنا حمزة بن عبدالمطلب إلى جوار عمه ويُعلن إسلامه.,"عبدالحميد جودة السحار,توفيق الحكيم,عبدالرحمن الشرقاوي,محمد علي ماهر,هاري كريج,أحمد شلبي","عبدالله غيث,منى واصف,أحمد مرعي,محمد العربي,علي أحمد سالم,محمود سعيد,محمد حسن الجندي,حمدي غيث,سناء جميل,عبدالوارث عسر,منير معاصري,عبدالرحيم الزرقاني,عبدالبديع العربي,عبدالغني قمر,أشرف عبدالغفور,محمود السباع,عبدالعظيم عبدالحق,محمد توفيق,أحمد أباظة,محمد وفيق,حبيب العجيلي,ملك الجمل,عبدالفتاح الوسيع,الطيب الصديقي,مارتن بنسن,رونالد لي هنت,ريمون جبارة,محمد الساحلي,داميان توماس,عبدالله العمراني,عمران المدنيني,محمد صبيح,أحمد عبدالحليم,سالم قدارة,شعبان القبلاوي,العربي اليعقوبي,فيفي عبده,محمد مفتاح,حسن الصقلي,صلاح منصور,محمد مجد,المحجوب الراجي,عيسى عبدالحفيظ","مصطفى العقاد,ستوديوهات توكينهام (لندن),فيلمكو للإنتاج العالمى,محمد ناصر السنعوسي","مصطفى عمار المصري,جاك هيلد يارد",حسين عفيفي,"تامى زسون,موريس فاولز,نجيب خوري,ترى يار",فيليس دالتون,موريس جار,مصطفى العقاد,
الشيطان يدق بابك, 1976,ﺩﺭاﻣﺎ,105,,عبدالحي أديب,"شكري سرحان,ناهد يسري,جميل راتب,محمد خيري,مجدي وهبة,عماد رشاد,أحمد أباظة,فاروق علي,صبري عبدالعزيز,سامي كامل,محمد الأدنداني,جمال شبل,مراد سليمان,ليلى نظمي,يوسف حسين,عواطف عبدالفتاح,مريم فخر الدين",,,,,,,محمد نبيه,
الدموع الساخنة, 1 يناير 1976,,120,   حنان(ميرفت أمين)ماتت أمها العالمه وسنها ٧ سنوات، فتزوج ابيها الطبال من العالمه صفيه زمبلك (نعيمه الصغير)، وغرق الطبال فى الخمر، وتحولت صفيه زميلك الى قوادة، وبعد موت ابيها، حاولت صفيه زمبلك ان تضم حنان لفريق البنات التى تتاجر فيهن، وطلبت من صبيها فرئيللا (وحيد سيف) ان يغتصب حنان لتكسر عينها، وتمشى فى طريق الرذيلة، ولكن حنان حافظت على شرفها وهربت منها، وأثناء هروبها، قبض عليها ضابط الآداب النقيب محمود (حسين فهمى) أثناء القبض على احدى شبكات الدعارة، وفى القسم تبين له انها ليست ضمن شبكة الدعارة، وقصت عليه قصتها، وطلبت منه عدم تسليمها لزوجة ابيها، وتعاطف محمود مع حنان، واراد احتجازها بالقسم لحمايتها حتى يتدبر امرها، ولكن اصطدم بالقوانين التى تمنع الاحتجاز بدون سبب واضح، فإستضافها فى منزله بعد استئذان النيابة على مسئوليته، وطلب من والده المستشار حمدى شاهين (محمود المليجى) ان تبقى حنان معهم لحمايتها، وخشى المستشار من استضافة فتاة امها عالمه وأبوها طبال وزوجة ابيها قوادة، بالاضافة الى انها جميلة وسط ابناءه الشباب النقيب محمود وطبيب الاطفال شريف (نور الشريف)، ولكنه امام الانسانية رضخ للأمر، وتولت حنان مع عم خليل الطباخ (بدر نوفل) رعاية المنزل وساكنيه، وتأثرت حنان بحنان محمود وعطفه عليها وأحبته، وإكتشف محمود ايضا انه يحبها، ولكن نظرة المجتمع لحنان كخادمة، والفارق الاجتماعى بينهما حال دون مصارحتها بحبه، أو التفكير فيها كزوجة، غير انه لم يستطع التغلب على حبه لها، وفى نفس الوقت لايمكنه الزواج بها، ودار داخله صراع أفسد عليه تفكيره وادخله فى دوامة كبيرة، بينما كان الولد الشقى شريف يشاغل حنان بشقاوته، حتى احبها هو الاخر، وعندما افتتح عيادته الخاصة، طلب من حنان ان تعمل معه ممرضة بالعيادة، وسأل أخيه محمود ان كان يحب حنان، فإضطر محمود لأن يقسم له برحمة والدته انه لا يحبها، وسمعته حنان فصدمت فى حبها، ودعى شريف حنان الى سهرة خارج المنزل، وباح لها بحبه وعرض عليها الزواج، ولكنها رفضت للفارق الاجتماعى بينهما، ورآهما فرئيللا، فإنتظرهم خارج الكباريه وقام وعصابته بالاعتداء على شريف وخطف حنان لإعادتها لزوجة ابيها صفيه زمبلك، ودخل شريف المستشفى مصابا بإرتجاج بالمخ، وتمكن محمود من مهاجمة وكر صفيه وفرئيللا وتخليص حنان من قبضة زوجة ابيها، وطلب محمود من ابيه ان يتزوج من حنان، وفى نفس الوقت طلب شريف من والده الزواج من حنان، واكتشفوا فقد شريف لبصره نتيجة الحادث، وتنازل محمود عن حبه لصالح اخيه شريف، ولكن المستشار شرح لإبنه شريف حقيقة الموقف وحب حنان لمحمود، فتنازل شريف عن حبه لأخيه محمود الذى تزوج من حنان دون اى اعتبار لكلام الناس.  (الدموع الساخنة) ,كمال رزق,"حسين فهمي,ميرفت أمين,نور الشريف,محمود المليجي,نظيم شعراوي,شفيق جلال,وحيد سيف,بدر نوفل,فيفي يوسف,نعيمة الصغير,حلمي هلالي,زيزي مصطفى,فايزة عبدالجواد,محمود رشاد,مختار السيد,عبدالغني النجدي,محمد أبو حشيش,حسين الشريف","مخلص شافعي (المحامي),محمود صلاح الدين,عاطف رزق","علي خير الله,عادل سعيد","عبدالعزيز فخري,محمد الطباخ,وداد راغب",,,شفيق جلال,"كمال رزق,ملاك أندراوس,يحيى العلمي",الأفلام المتحدة (أنور وجدي وشركاه)
أمواج بلا شاطئ,16 فبراير 1976,ﺩﺭاﻣﺎ,85,تدور أحداث الفيلم حول شاب وسيم في مقتبل حياته العملية يُدعى (نادر)، يحيا حياة الأثرياء مع والدته الأرملة (نازك)، ويقوم بالإشراف عليهم صديق والده (صالح) والذي يتولى إدارة شركتهم، يكتشف نادر علاقة عاطفية بين والدته و(صالح) تعصف بتفكيره، فيحاول الانتقام من والدته بإقامة علاقة مع عاهرة تُدعى (ميمي).,"أندريا زنديلس (أندريه),علي أمين","شادية,حسين فهمي,محمود مرسي,عادل أدهم,ليلى فوزي,مديحة كامل,علي الشريف,محمود رشاد,كوثر شفيق,عبدالعظيم كامل,سميحة محمد,محمد رفعت,محمد أبو حشيش,مطاوع عويس,صالح الإسكندراني","أفلام عبدالعظيم الزغبى,عبدالعظيم الزغبي,محمد زكي","مصطفى إمام,محمود بكر","سعيد الشيخ,مارسيل صالح,سلوى بكير","ماهر عبدالنور,نجيب خوري,الشربيني أحمد",,فؤاد الظاهري,"أشرف فهمي,أحمد ياسين,إيناس الدغيدي",وكالة الجاعوني
عندما يسقط الجسد,17 يناير 1976,ﺩﺭاﻣﺎ,111,(محمود عبدالستار) أحد المدرسين الجادين، جاء من الريف ليعيش بالقاهرة، ذات مساء يذهب من غير رغبته إلى إحدى المواخير مع أحد الأصدقاء الذي يعرفه على مجموعة من النماذج البشرية التي لم يرها مطلقًا، هناك تحدث المفاجأة، ففي وسط هذا الحشد بمستوياته الأخلاقية المتدنية، يقع بصره على (مديحة) الفتاة الجميلة الصغيرة التي كانت تلميذته، وقت أن فتن بها، تتلاعب أوتار الحب في جنباته.,"نصري عبدالنور,أندريا زنديلس (أندريه)","محمود ياسين,ناهد شريف,نورا,سمير غانم,مريم فخر الدين,عزة كمال,عزيزة راشد,ناهد سمير,سعيد عبدالغني,سامية محمود,سهير صبري,محمد شوقي,حافظ أمين,حسين عسر,علي عز الدين,سهير توفيق,إبراهيم مهدي,مختار السيد,ليلى مرسي,منى عبدالله,عنايات صالح,محمد أبو حشيش,مطاوع عويس,فايزة عبدالجواد","ماري كويني,أفلام جلال,سيد علي","سمير فرج,رشيدة الشافعى","صلاح عبدالرازق,محمد هاشم,مارسيل صالح",بهيج محمد,,"فؤاد الظاهري,خالد الأمير","نادر جلال,جمال عمار / جمال عمارة","أفلام جلال,الشركة اللبنانية للتجارة والاستثمار السينمائي (صبّاح إخوان)"
الكروان له شفايف,20 ديسمبر 1976,,115,يشترك حسين وقاسم في فرقة راقصة مع كروان، تتراكم الديون على الفرقة مما يؤدى إلى انفصال الشريكين، ويذهب كل منهما إلى المعلمة تفيدة، يحدث خلاف بين حسين والمربية، في الوقت الذي يذهب فيه قاسم للاستدانة فيجد المربية مقتولة، ترى زوجة حسين شخصًا خارجًا من عند المربية يشبه زوجها فتعتقد أنه هو القاتل، يقبض عليه ويحاول صديقه المحامي أن يعرف الحقيقة إلا أنه يختفي، لأنه في نفس الوقت الذي قتلت فيه المربية، كان هو يخونه مع زوجته.,"مودي اﻹمام,حسين الإمام,وليد توفيق","سهير رمزي,نبيلة عبيد,سمير صبري,يوسف شعبان,حياة قنديل,أبو بكر عزت,وليد توفيق,نعيمة الصغير,رباب,فاروق نجيب,عصام وحيد,عماد حمدي,إنعام سالوسة,حسين عرعر,خديجة محمود,محمود الجندي,فريدة سيف النصر",سيف فيلم,"عصام فريد,وحيد فريد","صلاح عبدالرازق,عنايات السايس,ماجدة هلال,ليلى السايس","ماهر عبدالنور,سهير عبدالعزيز,ستوديو نحاس (النيل)",,"مودي اﻹمام,حسين الإمام,وليد توفيق,أحمد فؤاد حسن,زكريا أحمد,فاروق سلامة","حسن الإمام,حسن إبراهيم,عبدالعزيز جاد","أفلام إيهاب الليثي,الشركة اللبنانية للتجارة والاستثمار السينمائي (صبّاح إخوان)"
أيام في لندن, 1 يناير 1976,,145,يعود حامد من لندن ليأخذ ميراثه من جده البدوي ويتزوج من ابنة عمه. أما أبو صياح فيغادر إلى لندن بعد توقف معمله لصنع النسيج وهناك يلتقي تاجر لندني الذي ما أن يدرك أهمية نسيجه حتى يتفق معه على صناعة كمية كبيرة، ويدخل مع حامد وحبيبته في سلسلة مغامرات.,سمير الغصيني,"يوسف شعبان,سميرة توفيق,محمد الدكش,خالد تاجا,رفيق السبيعي,توفيق العشا,ياسين أرناؤوط,ظفيرة قطان,نبيلة كرم,محمد الكبي,محمد طرقجي,يولاند أسمر,عبدالله الجندي,ناديا باسم,عبدالسلام الطيب,عبدالفتاح الحلبي,أنور المرابط,مازن لطفي,طارق الشيخ,أحمد مسالخي,ناصر خليل",تحسين القوادري,"محمد الرواس,بول أتكنسون",مروان عكاوي,,,,"سمير الغصيني,وئام الصعيدي,نبيل شمص",
وسقطت في بحر العسل,17 اكتوبر 1977,ﺩﺭاﻣﺎ,85,يتعرف المهندس (بكر) القادم من قرية ريفية، على الفتاة الشابة (مايسة) في حفلة، ليقعا في الحب وتتعدد لقاءاتهما ويتواعدا على الزواج، تكتشف مايسة بالصدفة أن (بكر) على علاقة بامراة أخرى وتقرر مواجهته، ليخبرها بأن للمرأة الأخرى فضل عليه، وتتصاعد الأحداث.,"نبيلة عبيد,تاكفور أنطويان,بهجت قطر","محمود ياسين,نبيلة عبيد,نادية لطفي,تحية كاريوكا,سمير غانم,عمر الحريري,يونس شلبي,عزيزة حلمي,فتحية شاهين,علي عز الدين,فاتن أنور,راوية سعيد,ليلى مختار,طارق النهري,محمد أبو حشيش","نبيلة عبيد,تاكفور أنطويان,بهجت قطر,سيد علي,إيجيبكو لتوزيع الأفلام - تاكفور أنطونيان","تحتمس صديق,بدر الدين إبراهيم,رمسيس مرزوق","رشيدة عبدالسلام,عادل شكري,محمد الزرقا","نجيب خوري,معامل مدينة السينما (مدينة السينما),عبدالمنعم شكري",,عمر خورشيد,"صلاح أبو سيف,عبدالفتاح مدبولي","أفلام صوت الحب (عاطف منتصر وشركاه),المتحدة للسينما (صبحي فرحات)"
جنس ناعم,14 فبراير 1977,ﺩﺭاﻣﺎ,110,يقرر ثلاثة أصدقاء (محمود، عادل، وسمير) أن يواجهوا أزمتهم المادية بأن يحتالوا على النساء ويخدعوهن بإسم الحب للحصول على ما يحتاجونه من أموال، ويتمكن (محمود) بالفعل من خداع فتاة والظفر بأموالها.. تتوالى الأحداث ويشعر (محمود) بالندم تجاه فعلته، ثم يقرر إعادة الأموال للفتاة التي كانت ضحية لعبته والاعتراف بحبه الصادق لها.,محمد عبدالعزيز,"سمير صبري,عادل إمام,سمير غانم,شويكار,ليلى حمادة,حياة قنديل,نعيمة وصفي,فوزية إبراهيم,محمود رشاد,عبدالحميد عزت,ممدوح بسيونى,عبدالمنعم النمر,ماري باي باي (بهيجة محمد علي),منى عبدالله,يوسف العسال,لوسي,ليلى مرسي,حلمي أبو هيف,فتحية رشدي,ماجدة","أفلام ماجدة,يوسف عبيد,أحمد كلاي,ماجدة","عبدالحليم نصر,مصطفى فهمي,محمد شاكر","رشيدة عبدالسلام,محمد الزرقا,مارسيل صالح",مرشدي طه,,طارق شرارة,"محمد عبدالعزيز,مدكور ثابت,مها المشري,محمد صلاح أبو سيف (محمد أبو سيف)",أفلام ماجدة
١٣ كدبة وكدبة, 1 يناير 1977,ﺗﺸﻮﻳﻖ ﻭﺇﺛﺎﺭﺓ,98,تطلب كاميليا الطلاق من زوجها عندما تضبطه مع أخرى. ولأنها غيورة يقنعها هو وصديقه حسين بأنه يعمل في جهاز المخابرات ومكلف بالقبض على عصابة لتزييف النقود، ويدعي بأن الفتاة من أفرادها. يتعرف أحمد على سونيا عشيقة رئيس العصابة التي تستخدم سيارته في نقل النقود المزيفة.,"أنور الشناوي,حسين الوكيل","ماجدة الخطيب,سمير صبري,شويكار,سمير غانم,أبو بكر عزت,عماد حمدي,صلاح قابيل,هالة فاخر,وداد حمدي,جمال إسماعيل,أحمد نبيل,عبدالمنعم النمر,محمد أبو حشيش,حللي محمد (محمد حللي)","ماجدة الخطيب,فتحي الحداد,أفلام 656 (ماجدة الخطيب)","كمال كريم,صلاح كريم,أحمد رمضان","رشيدة عبدالسلام,محمد الزرقا,عادل شكري",,,"حلمي بكر,طارق شرارة","أنور الشناوي,حسين الوكيل,مها المشري,نادية حمزة",الهيئة العامة للسينما
كباريه الحياة,16 مايو 1977,,110,أحمد سائق تاكسي، يوصل ياسمين التي تعمل في ملهى ليلي، وأثناء مراجعة سيارته يجد حقيبة يد ياسمين التى نستها فيعيدها لها، فتشكر له أمانته، في الوقت الذي يطارد مختار فيه ياسمين حتى تستجيب له خوفًا من أن يطردها صاحب الملهى، يهرب حازم ابن ياسمين من والدته. ويعيده أحمد إلى والدته، فتتوطد علاقة أحمد بياسمين.,"فريد شوقي,كمال إسماعيل","فريد شوقي,مها صبري,محمود المليجي,رجاء عبده,محمد السبع,روحية خالد,وحيد سيف,دينا عبدالله,هياتم,حافظ أمين,إبراهيم عبدالرازق,إحسان شريف,حسين الشربيني,محمد شوقي,حسن مصطفى علي,جمال شبل,أحمد سلامة,أمل إبراهيم,عصمت أبو السعود,عصام العشري,وسيلة حسين,أحمد فؤاد زكي,مدحت جمال,نوال هاشم,حسن أنيس,مختار السيد,أحمد مرسي,حلمي عبدالوهاب,هشام العشري,ميرفت كاظم,فتحية علي,محمد أبو حشيش,سمير عزيز,عفاف وجدي,عبدالمنعم عبدالرحمن,قدرية كامل,عبدالعظيم شعلان",نيوستار فيلم (م. ن. فريد شوقى وشركاهم),"عصام فريد,وحيد فريد","فكري رستم,عادل شكري",ماهر عبدالنور,,فؤاد الظاهري,"محمود فريد,جمال عمار / جمال عمارة",
سري جداً,15 مارس 1977,ﺩﺭاﻣﺎ,73,,عادل صادق,"نبيلة عبيد,سمير صبري,إبراهيم خان,محمود المليجي,صلاح نظمي,عزة كمال,أميرة,إبراهيم عبدالرازق,حسن حسني,أمينة الشريعي,جميل عز الدين,محمود كامل,بثينة نصار,هادي الجيار,مدحت غالي,إبراهيم أبو الغيط,حلمي أبو هيف",عادل صادق,,,,,,"عادل صادق,سمير علام,حسن حافظ,محمد محمود حسن",
